gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_value,cltv,tenure_group,avg_monthly_charge,charge_vs_avg,payment_ratio,total_services,cost_per_service,high_risk,engagement_score,tenure_x_contract,charge_x_risk,log_total_charges,log_monthly_charges,log_cltv
Male,No,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,1,5383,New,98.51,31.73830753940082,1.0208290155440414,4,24.125,1,0.6408730158730158,0,96.5,6.201624170863897,4.579852378003801,8.591186871324563
Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,1,3878,New,90.75,20.888307539400827,1.0595446584938704,2,42.825,3,0.3134920634920635,0,256.95000000000005,5.206750173022546,4.461877016161616,8.263332667439967
Female,No,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,1,3642,Mature,102.66,40.18830753940082,0.9781800857551216,5,20.99,2,2.0615079365079367,0,209.9,7.850687941802713,4.662967284714308,8.200562797008564
Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,1,2431,New,50.65,-14.11169246059918,1.0,2,25.325,1,0.2996031746031746,0,50.65,3.944490195565648,3.944490195565648,7.796469243086058
Male,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,1,3424,New,90.85,26.088307539400816,1.0,3,30.28333333333333,2,0.4424603174603174,0,181.7,4.520156811661135,4.520156811661135,8.138856750696325
Male,Yes,Yes,No,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.95,214.75,1,5888,New,19.522727272727277,-44.811692460599176,0.978582820688084,1,19.95,1,1.2956349206349205,0,19.95,5.374120329963537,3.0421386463681466,8.68084148294457
Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,1,5502,Loyal,88.63090909090909,20.688307539400824,1.0372253843289536,3,28.48333333333333,3,2.192460317460317,0,256.35,8.492018962867517,4.4595662121293,8.613048677059759
Female,No,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,1,5795,Mature,74.24852941176471,9.188307539400824,1.0040369088811991,2,36.975,2,0.7579365079365079,0,147.9,7.834174543652333,4.316821224548606,8.664923303440572
Male,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,1,4020,Loyal,101.55942028985508,34.688307539400824,1.0212108626430878,4,24.8625,2,2.5297619047619047,0,198.9,8.854893245389706,4.609660091260944,8.299285906897275
Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.9,19.9,1,3351,New,19.9,-44.86169246059918,1.0,1,19.9,2,0.1567460317460317,0,39.8,3.039749158970765,3.039749158970765,8.117312461601975
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.6,19.6,1,3448,New,19.6,-45.16169246059918,1.0,1,19.6,2,0.1567460317460317,0,39.2,3.025291075795536,3.025291075795536,8.145839612936841
Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,1,2818,New,77.89999999999999,16.588307539400816,0.9575906576521204,2,40.675,3,0.3273809523809524,0,244.05,5.458308102856978,4.410978456623649,7.944137491114112
Female,No,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,1,3804,Growing,83.90454545454546,18.53830753940082,1.0072574484339192,3,27.766666666666666,2,1.7341269841269842,0,166.6,7.521263836881865,4.4343818650078095,8.244071270295786
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,1,4902,New,75.3,10.53830753940082,1.0,2,37.65,2,0.2996031746031746,0,150.6,4.334672938290411,4.334672938290411,8.497602541651233
Female,No,Yes,No,61,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.4,1182.55,1,4221,Loyal,19.38606557377049,-45.36169246059918,0.9992817306067264,1,19.4,2,1.990079365079365,0,38.8,7.076273675632399,3.0155349008501706,8.348064228408266
Male,No,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,1,2887,New,43.24166666666667,-19.36169246059918,0.9524596182085168,1,45.4,2,0.3095238095238095,0,90.8,6.25363648538967,3.8372994592322094,7.968319500012717
Female,No,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6396.45,1,4105,Loyal,106.6075,41.13830753940083,1.0066808309726156,5,21.18,3,1.5476190476190477,0,317.70000000000005,8.763654752450451,4.671893818030999,8.32020459757888
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,1,2792,New,69.55,4.788307539400819,1.0,1,69.55,1,0.1567460317460317,0,69.55,4.256321678298823,4.256321678298823,7.934871565945177
Female,No,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,1,5201,Mature,79.53928571428571,16.28830753940082,0.9813607120824888,2,40.525,3,1.6746031746031744,0,243.15,7.70890448334336,4.4073288175361,8.556798446008598
Male,No,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,385.9,1,4417,New,96.475,36.38830753940083,0.953781512605042,4,25.2875,2,1.626984126984127,0,202.3,5.958166261706468,4.626442321263631,8.393442383980062
Male,No,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,673.25,1,2031,New,96.17857142857144,35.03830753940082,0.963713140566848,4,24.95,3,0.6686507936507936,0,299.4,6.513600962019839,4.613138355637268,7.616775808698373
Female,No,Yes,No,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,1,4498,Growing,56.48846153846154,-8.811692460599176,1.0096239774523956,2,27.975,2,1.4662698412698412,0,111.9,6.600346576346323,4.042173689893192,8.411610428841172
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,55.0,1,4877,New,55.0,-9.761692460599178,1.0,2,27.5,3,0.2996031746031746,0,165.0,4.02535169073515,4.02535169073515,8.492490578775866
Female,No,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,1,5980,New,74.7,9.938307539400824,1.0,2,37.35,3,1.2996031746031744,0,224.1,4.326778160443404,4.326778160443404,8.696343057044556
Male,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,1861.5,1,4418,Growing,77.5625,15.488307539400822,0.9665109034267912,2,40.125,3,0.6190476190476191,0,240.75,7.529674950253715,4.397530821209847,8.39366870513074
Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,1,4192,New,90.68,31.338307539400816,0.9436004162330904,4,24.025,3,0.6408730158730158,0,288.29999999999995,6.118977867406942,4.575741375297279,8.341171747170762
Female,No,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,1,5671,Growing,66.32,4.238307539400822,0.961159420289855,1,69.0,1,0.3511904761904761,0,69.0,6.903546434208082,4.248495242049359,8.643297068211963
Female,No,Yes,No,48,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.3,2145.0,1,4926,Mature,44.6875,-19.46169246059918,0.986479028697572,3,15.1,2,2.095238095238096,0,90.6,7.671360923190644,3.835141961092188,8.502485562543963
Female,No,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,680.05,1,2879,New,85.00625,18.78830753940082,1.0174296828246558,3,27.85,3,1.5396825396825398,0,250.65,6.52363572489335,4.4373430753445895,7.965545573129992
Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,1,2814,New,74.35,9.588307539400816,1.0,1,74.35,3,0.1567460317460317,0,223.05,4.322143925072504,4.322143925072504,7.942717540573791
Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,139.4,1,4263,New,69.7,9.638307539400827,0.9368279569892471,2,37.2,3,1.3134920634920633,0,223.2,4.944495491591711,4.32280727501391,8.357962965845681
Male,No,No,No,22,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.75,903.6,1,3099,Growing,41.07272727272727,-21.01169246059918,0.9388051948051948,3,14.583333333333334,1,1.7341269841269842,22,43.75,6.807492857043743,3.801091444720865,8.039157390473237
Female,Yes,No,No,5,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45,131.05,1,4099,New,26.21,-36.311692460599176,0.9212653778558876,1,28.45,2,0.2123015873015873,0,56.9,4.883180638743141,3.382693910097596,8.318742252692399
Female,No,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,1,2538,New,103.20416666666668,34.938307539400824,1.0351471079906385,5,19.94,2,0.8809523809523809,0,199.4,7.122423011815303,4.612145799724517,7.839525581704678
Female,Yes,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,1,2666,Growing,89.12,29.338307539400816,0.947077577045696,4,23.525,3,0.8492063492063492,0,282.29999999999995,7.486276933700779,4.554928969551344,7.888709524182015
Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,1,3715,New,83.75,29.438307539400824,0.8890658174097664,4,23.55,3,1.599206349206349,0,282.6,5.126935749792416,4.55597994179732,8.22040309993373
Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,502.85,1,5032,New,83.80833333333334,15.738307539400822,1.0410973084886128,2,40.25,3,1.3690476190476188,0,241.5,6.222278604726411,4.400603020246817,8.52377150677636
Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8,1,5273,New,66.96000000000001,9.588307539400816,0.9006052454606591,1,74.35,3,1.2123015873015872,0,223.05,5.81651574464344,4.322143925072504,8.570544366913232
Male,No,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,1,3492,Mature,103.29875,40.03830753940082,0.9856750954198472,5,20.96,1,1.2698412698412698,0,104.8,8.326746716688735,4.661550519424199,8.158516244806831
Female,Yes,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,1,4517,Mature,71.4574074074074,10.438307539400824,0.9502314814814814,2,37.6,2,1.6607142857142856,0,150.4,7.565456612607783,4.333361462692601,8.415824697027949
Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,1,2115,Growing,76.4608695652174,10.838307539400816,1.0113871635610765,1,75.6,1,0.4623015873015872,0,75.6,7.472841789474565,4.338597076746545,7.65728279297819
Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480.0,1,2568,Mature,102.3529411764706,35.28830753940082,1.0230179028132993,4,25.0125,3,2.043650793650793,0,300.15,8.15507488781144,4.61561544384963,7.851271997109883
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,1,5679,New,85.0,20.23830753940082,1.0,2,42.5,3,0.2996031746031746,0,255.0,4.454347296253507,4.454347296253507,8.644706511715198
Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,1,2966,New,83.41,21.28830753940082,0.969320162696107,2,43.025,2,0.4246031746031746,0,172.1,6.727551478159183,4.466482666214198,7.995306620290822
Male,No,No,No,13,No,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.55,597.0,1,4856,Growing,45.92307692307692,-19.21169246059918,1.008190492273917,3,15.183333333333332,2,0.6091269841269841,0,91.1,6.393590753950631,3.840527003723076,8.488176242345745
Male,No,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266.0,1,3364,Mature,83.74358974358974,21.53830753940082,0.9703776331818048,3,28.766666666666666,2,1.9702380952380956,0,172.6,8.09162741160107,4.469350462845557,8.121183242078828
Male,No,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,1,5974,Mature,81.1296875,15.588307539400816,1.0097036403235844,2,40.175,2,0.7301587301587301,0,160.7,7.862169968947402,4.398760833665047,8.695339376799712
Female,No,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,1,2744,Mature,100.78857142857144,35.48830753940082,1.0053722835767722,4,25.0625,3,1.0575396825396826,0,300.75,8.168656470693966,4.617592705986649,7.917536353943631
Male,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,1,5170,Loyal,100.25803571428573,35.53830753940082,0.9995816123059392,4,25.075,0,3.349206349206349,56,0.0,8.633277006436819,4.618086411254637,8.550821372396221
Female,No,Yes,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.0,233.55,1,3535,New,19.4625,-45.76169246059918,1.024342105263158,1,19.0,1,1.3095238095238095,0,19.0,5.457668784774467,2.995732273553991,8.170751423757535
Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,1,3244,New,75.3,10.53830753940082,1.0,2,37.65,1,0.2996031746031746,0,75.3,4.334672938290411,4.334672938290411,8.08487062913819
Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,1,5808,New,86.55,24.438307539400824,0.9702914798206276,3,29.73333333333333,3,0.4841269841269841,0,267.6,5.849900982786195,4.502029427068578,8.667163717992533
Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,1,4880,New,85.7,20.938307539400824,1.0,2,42.85,3,0.2996031746031746,0,257.1,4.462453883786496,4.462453883786496,8.493105395887147
Female,No,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,1,5670,New,59.47916666666666,-3.11169246059918,0.9647877804812112,4,15.4125,2,0.738095238095238,0,123.3,6.571932831202421,4.137563681342077,8.643120748014027
Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,1,4196,Loyal,104.40615384615384,40.48830753940082,0.9919824593458796,5,21.05,1,2.617063492063492,0,105.25,8.82282323116865,4.665794807804526,8.34212526333359
Male,No,Yes,No,9,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,1,2573,New,27.66111111111111,-34.811692460599176,0.9235763309219068,1,29.95,3,1.2678571428571428,0,89.85,5.521260897859579,3.432372999130605,7.853216388156072
Female,No,Yes,No,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,663.05,1,3983,New,73.67222222222222,0.2383075394008216,1.1334188034188033,5,13.0,1,1.8392857142857144,0,65.0,6.49835744784626,4.189654742026425,8.290041618704489
Female,No,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.0,137.6,1,4479,New,19.65714285714285,-44.76169246059918,0.9828571428571428,1,20.0,1,0.240079365079365,0,20.0,4.931592086755803,3.044522437723423,8.40737832540903
Male,Yes,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.05,4547.25,1,5059,Loyal,92.80102040816328,25.28830753940082,1.0305499212455669,3,30.016666666666666,1,2.109126984126984,0,90.05,8.422497822576913,4.511408806173617,8.52912176228151
Male,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,1,2728,Mature,109.02093023255811,45.98830753940082,0.9843876318966874,6,18.45833333333333,2,2.4543650793650795,0,221.5,8.452953292353323,4.716264233493678,7.911690520708339
Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,1,5720,Loyal,107.47153846153846,40.73830753940082,1.0186875683558148,5,21.1,3,2.617063492063492,0,316.5,8.85175646426784,4.66814498514948,8.651898894268529
Male,Yes,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.55,5794.65,1,6268,Loyal,103.47589285714284,39.78830753940082,0.9897263783562203,5,20.91,1,3.492063492063492,56,104.55,8.664862915143807,4.65918477429433,8.743372131273969
Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.3,1,3573,New,85.53,20.48830753940082,1.0032844574780058,2,42.625,3,1.4246031746031744,0,255.75,6.752620782032146,4.457250055911469,8.181440695719374
Female,No,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.15,2499.3,1,2152,Mature,58.12325581395349,-8.61169246059918,1.0351425790552715,2,28.075,2,1.882936507936508,0,112.3,7.824166003656867,4.04567939024082,7.674617497364363
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,1,4996,New,89.55,24.78830753940082,1.0,3,29.85,3,0.4424603174603174,0,268.65,4.505902184329423,4.505902184329423,8.516593011344206
Male,Yes,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,1899.65,1,5604,Growing,94.9825,29.78830753940082,1.004574299312533,3,31.516666666666666,3,1.7063492063492065,0,283.65,7.549951211913027,4.559649670686282,8.63141433550626
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,1,2295,New,45.7,-19.061692460599176,1.0,1,45.7,2,0.1567460317460317,0,91.4,3.843744164674852,3.843744164674852,7.738923757439457
Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,1,2065,New,80.75,24.73830753940082,0.9022346368715084,3,29.83333333333333,2,0.4563492063492063,0,179.0,5.090678001769792,4.505349850705881,7.633369649679584
Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,1,2876,New,74.10000000000001,4.788307539400819,1.0654205607476637,1,69.55,2,0.1845238095238095,0,139.1,5.408516158846112,4.256321678298823,7.964503363551548
Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.6,74.6,1,3860,New,74.6,9.838307539400816,1.0,2,37.3,2,0.2996031746031746,0,149.2,4.325456283185488,4.325456283185488,8.258681496264236
Female,Yes,No,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.65,164.3,1,5432,New,20.5375,-45.11169246059918,1.0451653944020358,1,19.65,2,0.2539682539682539,0,39.3,5.107762004826979,3.027715319407042,8.600246746551523
Male,No,Yes,No,2,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.85,35.9,1,2362,New,17.95,-44.91169246059918,0.9042821158690176,1,19.85,0,2.1706349206349205,2,0.0,3.6082115510464816,3.03735394824481,7.767687277186908
Female,No,No,No,4,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.05,1,2038,New,24.0125,-40.51169246059918,0.9902061855670102,0,24.25,2,0.0555555555555555,0,48.5,4.57522630961502,3.228826155721369,7.620214770574455
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,145.15,1,2323,New,72.575,4.888307539400827,1.0419956927494616,1,69.65,2,0.1706349206349206,0,139.3,4.984633491557255,4.257738109130536,7.751045117971802
Female,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,191.05,1,2864,New,47.7625,-19.11169246059918,1.0462760131434832,1,45.65,1,0.1984126984126984,0,45.65,5.257755754791914,3.8426729272933526,7.960323629148839
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,75.05,1,4838,New,75.05,10.28830753940082,1.0,1,75.05,2,0.1567460317460317,0,150.1,4.331391018705302,4.331391018705302,8.48446336679332
Male,Yes,No,No,52,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,1,5597,Loyal,49.05576923076923,-15.61169246059918,0.9980827920807576,3,16.383333333333333,3,1.1507936507936507,0,147.45,7.844593458743952,3.915018514407945,8.630164670075398
Female,No,No,No,2,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,62.25,1,3146,New,31.125,-30.061692460599176,0.8969740634005763,1,34.7,3,0.1706349206349206,0,104.1,4.1470951276076295,3.5751506887855933,8.054204897064407
Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,1,2046,New,80.0,15.238307539400822,1.0,2,40.0,2,1.2996031746031744,0,160.0,4.394449154672439,4.394449154672439,7.624130585661289
Male,Yes,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.25,91.1,1,3475,New,45.55,-15.511692460599178,0.9248730964467003,2,24.625,3,0.3134920634920635,0,147.75,4.522874943261261,3.917010546939185,8.153637486385282
Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.1,270.7,1,4965,New,90.23333333333332,10.338307539400816,1.201509098979139,1,75.1,2,0.1845238095238095,0,150.2,5.604698516432302,4.33204826486764,8.510369966068112
