customerid,city,zip_code,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_value,churn_score,cltv,churn_reason,avg_monthly_charge,charge_vs_avg,payment_ratio,total_services,cost_per_service,high_risk,engagement_score,tenure_x_contract,charge_x_risk
4322-RCYMT,Palomar Mountain,92060,33.309852,-116.823091,Male,No,Yes,No,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.8,5293.95,1,81,4903,Service dissatisfaction,77.85220588235293,11.038307539400819,1.0270739562315692,5,15.16,1,3.658730158730159,68,75.8
6680-NENYN,Pauma Valley,92061,33.313828,-116.940501,Female,No,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,1,91,5250,Lack of self-service on Website,110.69418604651163,39.838307539400816,1.0582618168882565,5,20.919999999999998,2,3.3115079365079367,86,209.2
1343-EHPYB,Ranchita,92066,33.215251,-116.53633,Male,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,6603.0,1,98,4352,Network reliability,104.80952380952381,38.63830753940083,1.0136317583126093,5,20.68,3,2.5892857142857144,0,310.20000000000005
2034-GDRCN,Valley Center,92082,33.25283,-116.986079,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,1,76,4157,Don't know,84.1,25.638307539400827,0.9303097345132743,3,30.133333333333336,3,0.45634920634920634,0,271.20000000000005
0219-YTZUE,San Diego,92103,32.747484,-117.166877,Male,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,1,73,4939,Don't know,92.975,20.03830753940082,1.0964033018867925,3,28.266666666666666,2,1.4841269841269842,0,169.6
0623-IIHUG,San Diego,92104,32.741499,-117.127409,Female,Yes,No,No,21,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,1,97,4778,Don't know,40.00476190476191,-22.86169246059918,0.9547675872258211,2,20.95,3,0.5773809523809523,0,125.69999999999999
4572-DVCGN,San Diego,92105,32.741859,-117.090353,Female,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846.0,1,85,3598,Poor expertise of online support,84.6,15.488307539400822,1.0542056074766355,2,40.125,2,0.4246031746031746,0,160.5
9057-MSWCO,San Diego,92108,32.774046,-117.142454,Male,Yes,Yes,No,27,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,1,91,2927,Poor expertise of phone support,29.81851851851852,-34.01169246059918,0.9697079193014153,1,30.75,1,1.5178571428571428,0,30.75
1010-DIAUQ,San Diego,92116,32.765299,-117.122565,Male,No,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,1,98,5383,Price too high,98.51,31.73830753940082,1.0208290155440414,4,24.125,1,0.6408730158730158,0,96.5
0259-GBZSH,San Diego,92122,32.85723,-117.209774,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,1,73,3878,Product dissatisfaction,90.75,20.888307539400827,1.0595446584938704,2,42.825,3,0.3134920634920635,0,256.95000000000005
9601-BRXPO,San Diego,92129,32.961064,-117.134917,Female,No,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,1,66,3642,Service dissatisfaction,102.66,40.188307539400824,0.9781800857551215,5,20.990000000000002,2,2.0615079365079367,0,209.9
6905-NIQIN,San Diego,92154,32.578103,-117.012975,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,1,76,2431,Don't know,50.65,-14.11169246059918,1.0,2,25.325,1,0.2996031746031746,0,50.65
5167-ZFFMM,Indio,92201,33.713891,-116.237257,Male,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,1,81,3424,Network reliability,90.85,26.088307539400816,1.0,3,30.28333333333333,2,0.44246031746031744,0,181.7
4895-TMWIR,Indian Wells,92210,33.537646,-116.291089,Male,Yes,Yes,No,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.95,214.75,1,80,5888,Limited range of services,19.522727272727273,-44.811692460599176,0.9785828206880839,1,19.95,1,1.2956349206349205,0,19.95
0533-BNWKF,Palm Desert,92211,33.762759,-116.324817,Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,1,100,5502,Lack of affordable download/upload speed,88.63090909090909,20.688307539400824,1.0372253843289536,3,28.483333333333334,3,2.192460317460317,0,256.35
6599-CEBNN,Desert Hot Springs,92240,33.948558,-116.516976,Female,No,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,1,94,5795,Long distance charges,74.24852941176471,9.188307539400824,1.0040369088811993,2,36.975,2,0.7579365079365079,0,147.9
0979-PHULV,Holtville,92250,32.811001,-115.152865,Male,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,1,80,4020,Extra data charges,101.55942028985508,34.688307539400824,1.0212108626430878,4,24.8625,2,2.5297619047619047,0,198.9
4800-VHZKI,Niland,92257,33.345825,-115.596574,Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.9,19.9,1,92,3351,Price too high,19.9,-44.86169246059918,1.0,1,19.9,2,0.15674603174603174,0,39.8
7989-CHGTL,North Palm Springs,92258,33.906496,-116.569499,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.6,19.6,1,95,3448,Product dissatisfaction,19.6,-45.16169246059918,1.0,1,19.6,2,0.15674603174603174,0,39.2
0334-GDDSO,Ocotillo,92259,32.698964,-115.886656,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,1,73,2818,Service dissatisfaction,77.89999999999999,16.588307539400816,0.9575906576521205,2,40.675,3,0.3273809523809524,0,244.04999999999998
0578-SKVMF,Seeley,92273,32.790282,-115.689559,Female,No,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,1,88,3804,Lack of self-service on Website,83.90454545454546,18.53830753940082,1.0072574484339192,3,27.766666666666666,2,1.7341269841269842,0,166.6
5564-NEMQO,Thermal,92274,33.53604,-116.119222,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,1,67,4902,Network reliability,75.3,10.538307539400819,1.0,2,37.65,2,0.2996031746031746,0,150.6
9063-ZGTUY,Adelanto,92301,34.667815,-117.536183,Female,No,Yes,No,61,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.4,1182.55,1,82,4221,Don't know,19.38606557377049,-45.36169246059918,0.9992817306067264,1,19.4,2,1.9900793650793651,0,38.8
2957-LOLHO,Apple Valley,92307,34.55082,-117.122396,Male,No,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,1,68,2887,Don't know,43.24166666666667,-19.36169246059918,0.9524596182085169,1,45.4,2,0.30952380952380953,0,90.8
7752-XUSCI,Crestline,92325,34.248061,-117.29028,Female,No,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6396.45,1,84,4105,Don't know,106.6075,41.13830753940083,1.0066808309726156,5,21.18,3,1.5476190476190477,0,317.70000000000005
4110-PFEUZ,Daggett,92327,34.875144,-116.821698,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,1,73,2792,Competitor had better devices,69.55,4.788307539400819,1.0,1,69.55,1,0.15674603174603174,0,69.55
0256-LTHVJ,Ludlow,92338,34.702766,-116.093376,Female,No,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,1,98,5201,Competitor had better devices,79.53928571428571,16.28830753940082,0.9813607120824887,2,40.525,3,1.6746031746031744,0,243.14999999999998
0880-TKATG,Lucerne Valley,92356,34.508417,-116.856103,Male,No,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,385.9,1,84,4417,Competitor had better devices,96.475,36.38830753940083,0.953781512605042,4,25.2875,2,1.626984126984127,0,202.3
3811-VBYBZ,Lytle Creek,92358,34.238162,-117.534306,Male,No,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,673.25,1,98,2031,Competitor had better devices,96.17857142857143,35.03830753940082,0.963713140566848,4,24.95,3,0.6686507936507936,0,299.4
4640-UHDOS,Phelan,92371,34.441123,-117.537886,Female,No,Yes,No,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,1,91,4498,Competitor had better devices,56.48846153846154,-8.811692460599176,1.0096239774523956,2,27.975,2,1.4662698412698412,0,111.9
3583-EKAPL,Redlands,92373,34.003243,-117.138286,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,55.0,1,71,4877,Competitor had better devices,55.0,-9.761692460599178,1.0,2,27.5,3,0.2996031746031746,0,165.0
9399-APLBT,Rialto,92377,34.156758,-117.404686,Female,No,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,1,80,5980,Competitor had better devices,74.7,9.938307539400824,1.0,2,37.35,3,1.2996031746031744,0,224.10000000000002
2359-KMGLI,Running Springs,92382,34.186211,-117.07683,Male,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,1861.5,1,77,4418,Competitor had better devices,77.5625,15.488307539400822,0.9665109034267912,2,40.125,3,0.6190476190476191,0,240.75
0306-JAELE,Tecopa,92389,35.824572,-116.274755,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,1,66,4192,Competitor had better devices,90.67999999999999,31.338307539400816,0.9436004162330904,4,24.025,3,0.6408730158730158,0,288.29999999999995
6227-HWPWX,Victorville,92392,34.486835,-117.362274,Female,No,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,1,73,5671,Competitor had better devices,66.32,4.238307539400822,0.961159420289855,1,69.0,1,0.35119047619047616,0,69.0
0447-BEMNG,Wrightwood,92397,34.358321,-117.618263,Female,No,Yes,No,48,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.3,2145.0,1,65,4926,Price too high,44.6875,-19.46169246059918,0.9864790286975719,3,15.1,2,2.0952380952380953,0,90.6
5949-XIKAE,San Bernardino,92401,34.105935,-117.2914,Female,No,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,680.05,1,65,2879,Product dissatisfaction,85.00625,18.78830753940082,1.0174296828246558,3,27.849999999999998,3,1.5396825396825398,0,250.64999999999998
8372-JUXUI,San Bernardino,92410,34.106922,-117.297553,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,1,93,2814,Service dissatisfaction,74.35,9.588307539400816,1.0,1,74.35,3,0.15674603174603174,0,223.04999999999998
0388-EOPEX,Riverside,92503,33.890046,-117.455583,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,139.4,1,77,4263,Lack of self-service on Website,69.7,9.638307539400827,0.9368279569892473,2,37.2,3,1.3134920634920633,0,223.20000000000002
8205-OTCHB,Riverside,92506,33.930931,-117.361788,Male,No,No,No,22,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.75,903.6,1,66,3099,Network reliability,41.07272727272727,-21.01169246059918,0.9388051948051949,3,14.583333333333334,1,1.7341269841269842,22,43.75
6235-VDHOM,Riverside,92509,34.004379,-117.447864,Female,Yes,No,No,5,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45,131.05,1,89,4099,Limited range of services,26.21,-36.311692460599176,0.9212653778558876,1,28.45,2,0.2123015873015873,0,56.9
7783-YKGDV,March Air Reserve Base,92518,33.888323,-117.277533,Female,No,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,1,76,2538,Lack of affordable download/upload speed,103.20416666666667,34.938307539400824,1.0351471079906385,5,19.94,2,0.8809523809523809,0,199.4
5609-CEBID,Hemet,92544,33.644585,-116.871544,Female,Yes,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,1,87,2666,Long distance charges,89.12,29.338307539400816,0.9470775770456961,4,23.525,3,0.8492063492063492,0,282.29999999999995
7218-HKQFK,Homeland,92548,33.761894,-117.120868,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,1,72,3715,Don't know,83.75,29.438307539400824,0.8890658174097664,4,23.55,3,1.599206349206349,0,282.6
4636-QRJKY,Idyllwild,92549,33.755039,-116.741796,Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,502.85,1,98,5032,Price too high,83.80833333333334,15.738307539400822,1.0410973084886128,2,40.25,3,1.3690476190476188,0,241.5
5956-VKDTT,Moreno Valley,92557,33.970661,-117.255039,Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8,1,82,5273,Product dissatisfaction,66.96000000000001,9.588307539400816,0.9006052454606591,1,74.35,3,1.2123015873015872,0,223.04999999999998
9412-GHEEC,Murrieta,92563,33.581045,-117.14719,Male,No,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,1,88,3492,Service dissatisfaction,103.29875,40.03830753940082,0.9856750954198473,5,20.96,1,1.2698412698412698,0,104.8
0257-ZESQC,Perris,92571,33.828289,-117.201666,Female,Yes,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,1,99,4517,Lack of self-service on Website,71.4574074074074,10.438307539400824,0.9502314814814814,2,37.6,2,1.6607142857142856,0,150.4
6825-UYPFK,Sun City,92586,33.707483,-117.200006,Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,1,81,2115,Network reliability,76.4608695652174,10.838307539400816,1.0113871635610765,1,75.6,1,0.46230158730158727,0,75.6
8397-MVTAZ,Sun City,92587,33.69887,-117.25071,Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480.0,1,72,2568,Don't know,102.3529411764706,35.28830753940082,1.0230179028132993,4,25.0125,3,2.0436507936507935,0,300.15
9282-IZGQK,Irvine,92612,33.643095,-117.810896,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,1,80,5679,Don't know,85.0,20.23830753940082,1.0,2,42.5,3,0.2996031746031746,0,255.0
1342-JPNKI,Lake Forest,92630,33.644849,-117.684254,Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,1,85,2966,Don't know,83.41,21.28830753940082,0.969320162696107,2,43.025,2,0.4246031746031746,0,172.1
2817-NTQDO,Huntington Beach,92646,33.666301,-117.969501,Male,No,No,No,13,No,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.55,597.0,1,74,4856,Poor expertise of online support,45.92307692307692,-19.21169246059918,1.008190492273917,3,15.183333333333332,2,0.6091269841269841,0,91.1
6986-IJDHX,Huntington Beach,92648,33.679659,-118.016195,Male,No,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266.0,1,98,3364,Poor expertise of phone support,83.74358974358974,21.53830753940082,0.9703776331818047,3,28.766666666666666,2,1.9702380952380953,0,172.6
5301-GAUUY,Newport Beach,92661,33.601309,-117.902304,Male,No,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,1,92,5974,Competitor had better devices,81.1296875,15.588307539400816,1.0097036403235844,2,40.175,2,0.7301587301587301,0,160.7
0939-YAPAF,Santa Ana,92701,33.748478,-117.858918,Female,No,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,1,72,2744,Competitor offered higher download speeds,100.78857142857143,35.48830753940082,1.0053722835767722,4,25.0625,3,1.0575396825396826,0,300.75
4710-FDUIZ,Santa Ana,92707,33.714829,-117.872941,Male,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,1,67,5170,Competitor offered more data,100.25803571428571,35.53830753940082,0.9995816123059392,4,25.075,0,3.349206349206349,56,0.0
1218-VKFPE,Anaheim,92805,33.830209,-117.906099,Female,No,Yes,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.0,233.55,1,72,3535,Competitor made better offer,19.462500000000002,-45.76169246059918,1.024342105263158,1,19.0,1,1.3095238095238095,0,19.0
3627-FHKBK,Anaheim,92806,33.83796,-117.870494,Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,1,87,3244,Competitor had better devices,75.3,10.538307539400819,1.0,2,37.65,1,0.2996031746031746,0,75.3
2865-TCHJW,Anaheim,92807,33.848733,-117.788357,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,1,74,5808,Competitor had better devices,86.55,24.438307539400824,0.9702914798206277,3,29.733333333333334,3,0.4841269841269841,0,267.6
5192-EBGOV,Brea,92823,33.924143,-117.79387,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,1,66,4880,Competitor offered higher download speeds,85.7,20.938307539400824,1.0,2,42.85,3,0.2996031746031746,0,257.1
0719-SYFRB,Norco,92860,33.925833,-117.559639,Female,No,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,1,67,5670,Competitor offered higher download speeds,59.479166666666664,-3.11169246059918,0.9647877804812112,4,15.4125,2,0.738095238095238,0,123.3
3419-SNJJD,Yorba Linda,92887,33.884073,-117.732197,Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,1,91,4196,Competitor offered higher download speeds,104.40615384615384,40.48830753940082,0.9919824593458797,5,21.05,1,2.617063492063492,0,105.25
6543-CPZMK,Ventura,93001,34.360261,-119.306383,Male,No,Yes,No,9,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,1,83,2573,Competitor offered more data,27.66111111111111,-34.811692460599176,0.9235763309219068,1,29.95,3,1.2678571428571428,0,89.85
4765-OXPPD,Ventura,93003,34.279221,-119.221437,Female,No,Yes,No,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,663.05,1,76,3983,Competitor offered more data,73.67222222222222,0.2383075394008216,1.1334188034188033,5,13.0,1,1.8392857142857144,0,65.0
1009-IRMNA,Port Hueneme,93041,34.110124,-119.100972,Female,No,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.0,137.6,1,100,4479,Competitor offered more data,19.657142857142855,-44.76169246059918,0.9828571428571428,1,20.0,1,0.24007936507936506,0,20.0
4554-YGZIH,Summerland,93067,34.420998,-119.60137,Male,Yes,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.05,4547.25,1,96,5059,Competitor made better offer,92.80102040816327,25.28830753940082,1.0305499212455667,3,30.016666666666666,1,2.109126984126984,0,90.05
5099-BAILX,Santa Barbara,93101,34.419203,-119.710008,Male,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,1,65,2728,Competitor made better offer,109.02093023255813,45.98830753940082,0.9843876318966874,6,18.458333333333332,2,2.4543650793650795,0,221.5
7207-RMRDB,Santa Barbara,93110,34.437945,-119.77191,Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,1,89,5720,Competitor had better devices,107.47153846153846,40.73830753940082,1.0186875683558148,5,21.1,3,2.617063492063492,0,316.5
4913-EHYUI,Alpaugh,93201,35.869626,-119.498771,Male,Yes,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.55,5794.65,1,91,6268,Competitor offered higher download speeds,103.47589285714285,39.78830753940082,0.9897263783562205,5,20.91,1,3.492063492063492,56,104.55
0195-IESCP,Armona,93202,36.315979,-119.710852,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.3,1,75,3573,Competitor offered more data,85.53,20.48830753940082,1.0032844574780058,2,42.625,3,1.4246031746031744,0,255.75
4580-TMHJU,Avenal,93204,35.916943,-120.129921,Female,No,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.15,2499.3,1,65,2152,Don't know,58.12325581395349,-8.61169246059918,1.0351425790552715,2,28.075,2,1.882936507936508,0,112.3
0970-ETWGE,Bodfish,93205,35.523991,-118.400432,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,1,99,4996,Competitor had better devices,89.55,24.78830753940082,1.0,3,29.849999999999998,3,0.44246031746031744,0,268.65
1626-ERCMM,Camp Nelson,93208,36.057458,-118.591951,Male,Yes,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,1899.65,1,84,5604,Competitor had better devices,94.9825,29.78830753940082,1.004574299312533,3,31.516666666666666,3,1.7063492063492065,0,283.65
0887-HJGAR,Coalinga,93210,36.186867,-120.387793,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,1,95,2295,Competitor offered higher download speeds,45.7,-19.061692460599176,1.0,1,45.7,2,0.15674603174603174,0,91.4
